Item Purchased,Category,Color,Location,Size,Gender,Shipping Type,Payment Method,Discount Applied,Subscription Status,Season,Frequency of Purchases,Previous Purchases,Purchase Amount (USD),Age,Category_Item_Color,Category_Item_Size,Category_Item_Location,Prob Alta (%),Classe Prevista,Risco de Review
Dress,Outerwear,Green,Florida,XL,Male,Express,PayPal,1,0,Fall,Weekly,3,207.87,27,Outerwear_Dress_Green,Outerwear_Dress_XL,Outerwear_Dress_Florida,63.97,Alta,Moderada
T-shirt,Clothing,Green,Texas,S,Male,Standard,Credit Card,0,0,Winter,Occasionally,1,115.22,67,Clothing_T-shirt_Green,Clothing_T-shirt_S,Clothing_T-shirt_Texas,78.92,Alta,Alta probabilidade
Jacket,Accessories,Black,New York,S,Male,Express,Credit Card,0,1,Summer,Occasionally,9,184.42,24,Accessories_Jacket_Black,Accessories_Jacket_S,Accessories_Jacket_New York,77.02,Alta,Alta probabilidade
Dress,Outerwear,Blue,California,XL,Male,Express,PayPal,0,0,Summer,Occasionally,0,149.21,38,Outerwear_Dress_Blue,Outerwear_Dress_XL,Outerwear_Dress_California,65.21,Alta,Moderada
T-shirt,Outerwear,Yellow,New York,XL,Male,Express,Credit Card,1,1,Summer,Weekly,3,96.28,54,Outerwear_T-shirt_Yellow,Outerwear_T-shirt_XL,Outerwear_T-shirt_New York,77.07,Alta,Alta probabilidade
T-shirt,Accessories,Blue,Florida,XL,Female,Standard,Debit Card,0,0,Spring,Weekly,8,374.23,48,Accessories_T-shirt_Blue,Accessories_T-shirt_XL,Accessories_T-shirt_Florida,88.45,Alta,Alta probabilidade
Shoes,Outerwear,Green,Texas,L,Female,Express,Debit Card,0,0,Spring,Weekly,8,133.51,40,Outerwear_Shoes_Green,Outerwear_Shoes_L,Outerwear_Shoes_Texas,61.92,Alta,Moderada
Jeans,Outerwear,Yellow,Florida,XL,Male,Standard,Credit Card,0,1,Fall,Weekly,3,232.54,44,Outerwear_Jeans_Yellow,Outerwear_Jeans_XL,Outerwear_Jeans_Florida,83.92,Alta,Alta probabilidade
Jeans,Clothing,Red,Texas,M,Male,Standard,Debit Card,0,1,Winter,Monthly,8,199.07,39,Clothing_Jeans_Red,Clothing_Jeans_M,Clothing_Jeans_Texas,74.47,Alta,Alta probabilidade
Dress,Footwear,Black,Nevada,L,Male,Standard,PayPal,1,0,Summer,Weekly,5,491.22,56,Footwear_Dress_Black,Footwear_Dress_L,Footwear_Dress_Nevada,88.53,Alta,Alta probabilidade
Jeans,Footwear,Green,California,S,Female,Express,Credit Card,0,0,Summer,Occasionally,0,201.64,44,Footwear_Jeans_Green,Footwear_Jeans_S,Footwear_Jeans_California,57.34,Alta,Moderada
Jacket,Footwear,White,Nevada,S,Male,Standard,Credit Card,0,0,Summer,Monthly,9,49.19,66,Footwear_Jacket_White,Footwear_Jacket_S,Footwear_Jacket_Nevada,56.14,Alta,Moderada
Jeans,Footwear,White,Nevada,S,Female,Standard,PayPal,1,0,Summer,Occasionally,5,54.01,21,Footwear_Jeans_White,Footwear_Jeans_S,Footwear_Jeans_Nevada,42.61,Não-Alta,Baixa
Dress,Outerwear,Black,Florida,L,Female,Standard,PayPal,1,1,Spring,Weekly,8,299.47,41,Outerwear_Dress_Black,Outerwear_Dress_L,Outerwear_Dress_Florida,82.23,Alta,Alta probabilidade
Jeans,Accessories,Red,California,M,Female,Express,PayPal,1,0,Winter,Monthly,1,303.69,40,Accessories_Jeans_Red,Accessories_Jeans_M,Accessories_Jeans_California,60.1,Alta,Moderada
Jacket,Accessories,Green,Texas,XL,Female,Express,Credit Card,0,1,Winter,Weekly,5,215.19,65,Accessories_Jacket_Green,Accessories_Jacket_XL,Accessories_Jacket_Texas,79.81,Alta,Alta probabilidade
Shoes,Clothing,Blue,Texas,XL,Female,Express,PayPal,1,1,Fall,Monthly,1,221.6,36,Clothing_Shoes_Blue,Clothing_Shoes_XL,Clothing_Shoes_Texas,71.77,Alta,Alta probabilidade
Dress,Clothing,Black,New York,S,Male,Standard,PayPal,0,0,Spring,Occasionally,3,36.43,59,Clothing_Dress_Black,Clothing_Dress_S,Clothing_Dress_New York,75.97,Alta,Alta probabilidade
Shoes,Outerwear,Red,Texas,S,Male,Express,Debit Card,1,1,Summer,Weekly,7,263.11,20,Outerwear_Shoes_Red,Outerwear_Shoes_S,Outerwear_Shoes_Texas,77.68,Alta,Alta probabilidade
Shoes,Accessories,Blue,Florida,L,Female,Standard,Debit Card,0,0,Winter,Weekly,6,257.32,44,Accessories_Shoes_Blue,Accessories_Shoes_L,Accessories_Shoes_Florida,66.64,Alta,Moderada
Shoes,Accessories,White,Nevada,M,Male,Standard,Credit Card,1,1,Winter,Monthly,8,83.28,20,Accessories_Shoes_White,Accessories_Shoes_M,Accessories_Shoes_Nevada,53.95,Alta,Moderada
T-shirt,Footwear,White,Nevada,XL,Female,Express,Debit Card,0,1,Spring,Monthly,6,60.88,45,Footwear_T-shirt_White,Footwear_T-shirt_XL,Footwear_T-shirt_Nevada,68.49,Alta,Moderada
T-shirt,Outerwear,Blue,Nevada,L,Female,Standard,Debit Card,1,0,Fall,Weekly,0,70.55,34,Outerwear_T-shirt_Blue,Outerwear_T-shirt_L,Outerwear_T-shirt_Nevada,50.0,Não-Alta,Moderada
Shoes,Outerwear,Black,California,XL,Male,Express,PayPal,0,1,Fall,Monthly,1,59.5,48,Outerwear_Shoes_Black,Outerwear_Shoes_XL,Outerwear_Shoes_California,65.78,Alta,Moderada
Dress,Footwear,White,Texas,S,Male,Standard,PayPal,0,1,Summer,Weekly,5,308.76,27,Footwear_Dress_White,Footwear_Dress_S,Footwear_Dress_Texas,88.82,Alta,Alta probabilidade
Jacket,Outerwear,Green,Florida,XL,Male,Express,Debit Card,0,0,Fall,Monthly,6,106.28,66,Outerwear_Jacket_Green,Outerwear_Jacket_XL,Outerwear_Jacket_Florida,81.3,Alta,Alta probabilidade
Jacket,Outerwear,Yellow,California,M,Male,Standard,Debit Card,0,1,Winter,Occasionally,2,133.2,39,Outerwear_Jacket_Yellow,Outerwear_Jacket_M,Outerwear_Jacket_California,63.95,Alta,Moderada
Jeans,Clothing,Blue,New York,M,Male,Standard,Debit Card,0,1,Fall,Monthly,8,95.05,47,Clothing_Jeans_Blue,Clothing_Jeans_M,Clothing_Jeans_New York,16.79,Não-Alta,Baixa
Dress,Accessories,Blue,Florida,S,Female,Standard,Credit Card,0,0,Summer,Occasionally,6,479.34,66,Accessories_Dress_Blue,Accessories_Dress_S,Accessories_Dress_Florida,85.74,Alta,Alta probabilidade
T-shirt,Outerwear,White,Florida,M,Male,Standard,Credit Card,0,0,Winter,Monthly,5,428.76,38,Outerwear_T-shirt_White,Outerwear_T-shirt_M,Outerwear_T-shirt_Florida,89.22,Alta,Alta probabilidade
Shoes,Clothing,Black,Florida,M,Male,Standard,Credit Card,0,1,Fall,Monthly,5,122.94,53,Clothing_Shoes_Black,Clothing_Shoes_M,Clothing_Shoes_Florida,60.69,Alta,Moderada
Jeans,Accessories,Green,Nevada,L,Male,Express,Debit Card,1,1,Fall,Weekly,0,170.51,40,Accessories_Jeans_Green,Accessories_Jeans_L,Accessories_Jeans_Nevada,44.23,Não-Alta,Baixa
Jacket,Footwear,Black,Florida,XL,Female,Standard,Debit Card,0,1,Spring,Monthly,4,112.85,55,Footwear_Jacket_Black,Footwear_Jacket_XL,Footwear_Jacket_Florida,78.73,Alta,Alta probabilidade
T-shirt,Clothing,Red,Texas,S,Male,Express,Credit Card,0,0,Summer,Monthly,9,251.02,29,Clothing_T-shirt_Red,Clothing_T-shirt_S,Clothing_T-shirt_Texas,87.48,Alta,Alta probabilidade
T-shirt,Clothing,Red,Florida,S,Female,Express,Credit Card,1,1,Fall,Occasionally,2,19.61,42,Clothing_T-shirt_Red,Clothing_T-shirt_S,Clothing_T-shirt_Florida,52.34,Alta,Moderada
Shoes,Accessories,Yellow,Nevada,S,Male,Express,Debit Card,0,1,Spring,Monthly,6,338.97,37,Accessories_Shoes_Yellow,Accessories_Shoes_S,Accessories_Shoes_Nevada,85.71,Alta,Alta probabilidade
Jacket,Footwear,White,Florida,S,Male,Standard,PayPal,1,1,Winter,Weekly,9,266.35,66,Footwear_Jacket_White,Footwear_Jacket_S,Footwear_Jacket_Florida,76.44,Alta,Alta probabilidade
Dress,Clothing,White,New York,S,Female,Standard,Credit Card,0,1,Spring,Occasionally,2,450.33,66,Clothing_Dress_White,Clothing_Dress_S,Clothing_Dress_New York,83.91,Alta,Alta probabilidade
T-shirt,Outerwear,White,New York,M,Male,Standard,Debit Card,1,1,Spring,Weekly,4,90.55,59,Outerwear_T-shirt_White,Outerwear_T-shirt_M,Outerwear_T-shirt_New York,63.3,Alta,Moderada
Shoes,Outerwear,Yellow,Nevada,L,Male,Express,Debit Card,1,1,Fall,Weekly,6,404.01,24,Outerwear_Shoes_Yellow,Outerwear_Shoes_L,Outerwear_Shoes_Nevada,85.1,Alta,Alta probabilidade
Dress,Outerwear,Red,Texas,S,Female,Standard,PayPal,0,0,Fall,Weekly,2,398.06,46,Outerwear_Dress_Red,Outerwear_Dress_S,Outerwear_Dress_Texas,87.67,Alta,Alta probabilidade
Jacket,Footwear,Black,Texas,L,Male,Standard,Debit Card,1,0,Fall,Weekly,9,72.32,65,Footwear_Jacket_Black,Footwear_Jacket_L,Footwear_Jacket_Texas,69.48,Alta,Moderada
T-shirt,Clothing,Yellow,California,L,Female,Express,Debit Card,0,1,Spring,Occasionally,1,205.29,46,Clothing_T-shirt_Yellow,Clothing_T-shirt_L,Clothing_T-shirt_California,81.96,Alta,Alta probabilidade
Dress,Outerwear,Yellow,Nevada,M,Female,Express,Credit Card,0,1,Winter,Monthly,5,93.37,30,Outerwear_Dress_Yellow,Outerwear_Dress_M,Outerwear_Dress_Nevada,64.13,Alta,Moderada
Dress,Footwear,Black,Florida,S,Female,Express,Credit Card,0,0,Summer,Weekly,7,134.81,20,Footwear_Dress_Black,Footwear_Dress_S,Footwear_Dress_Florida,69.84,Alta,Moderada
Dress,Outerwear,White,Nevada,M,Female,Express,PayPal,0,0,Spring,Occasionally,3,138.99,19,Outerwear_Dress_White,Outerwear_Dress_M,Outerwear_Dress_Nevada,55.94,Alta,Moderada
T-shirt,Accessories,Green,California,S,Female,Express,PayPal,1,0,Fall,Weekly,8,282.56,33,Accessories_T-shirt_Green,Accessories_T-shirt_S,Accessories_T-shirt_California,70.4,Alta,Alta probabilidade
T-shirt,Clothing,Black,Nevada,M,Male,Express,Debit Card,0,1,Summer,Monthly,7,211.59,47,Clothing_T-shirt_Black,Clothing_T-shirt_M,Clothing_T-shirt_Nevada,64.0,Alta,Moderada
Jeans,Clothing,Red,Nevada,L,Male,Standard,Credit Card,1,1,Winter,Occasionally,6,474.39,55,Clothing_Jeans_Red,Clothing_Jeans_L,Clothing_Jeans_Nevada,92.62,Alta,Alta probabilidade
Jacket,Footwear,Blue,California,S,Male,Express,PayPal,1,1,Summer,Occasionally,6,71.92,23,Footwear_Jacket_Blue,Footwear_Jacket_S,Footwear_Jacket_California,53.9,Alta,Moderada
Shoes,Footwear,Blue,Texas,XL,Female,Standard,PayPal,0,1,Fall,Monthly,2,487.11,62,Footwear_Shoes_Blue,Footwear_Shoes_XL,Footwear_Shoes_Texas,72.06,Alta,Alta probabilidade
Dress,Clothing,Yellow,Florida,L,Female,Standard,PayPal,0,0,Spring,Occasionally,5,123.01,24,Clothing_Dress_Yellow,Clothing_Dress_L,Clothing_Dress_Florida,73.99,Alta,Alta probabilidade
Jeans,Outerwear,Blue,California,XL,Female,Standard,Debit Card,0,0,Spring,Monthly,4,388.71,22,Outerwear_Jeans_Blue,Outerwear_Jeans_XL,Outerwear_Jeans_California,86.77,Alta,Alta probabilidade
Shoes,Outerwear,Green,New York,L,Female,Express,Credit Card,0,0,Fall,Occasionally,0,176.1,24,Outerwear_Shoes_Green,Outerwear_Shoes_L,Outerwear_Shoes_New York,54.67,Alta,Moderada
Jeans,Accessories,White,Texas,M,Male,Standard,PayPal,1,0,Spring,Occasionally,2,80.11,51,Accessories_Jeans_White,Accessories_Jeans_M,Accessories_Jeans_Texas,55.67,Alta,Moderada
T-shirt,Outerwear,Red,New York,S,Male,Express,Credit Card,0,1,Fall,Monthly,0,430.37,49,Outerwear_T-shirt_Red,Outerwear_T-shirt_S,Outerwear_T-shirt_New York,88.55,Alta,Alta probabilidade
Dress,Footwear,Green,Texas,L,Female,Express,PayPal,1,1,Spring,Monthly,3,161.34,66,Footwear_Dress_Green,Footwear_Dress_L,Footwear_Dress_Texas,64.89,Alta,Moderada
Shoes,Footwear,Red,Florida,M,Female,Standard,PayPal,0,0,Spring,Occasionally,9,332.84,30,Footwear_Shoes_Red,Footwear_Shoes_M,Footwear_Shoes_Florida,65.19,Alta,Moderada
Shoes,Outerwear,Red,Florida,S,Male,Express,Credit Card,0,0,Spring,Occasionally,2,287.56,47,Outerwear_Shoes_Red,Outerwear_Shoes_S,Outerwear_Shoes_Florida,73.62,Alta,Alta probabilidade
Shoes,Footwear,White,Nevada,S,Female,Standard,Credit Card,0,0,Winter,Monthly,3,241.16,42,Footwear_Shoes_White,Footwear_Shoes_S,Footwear_Shoes_Nevada,86.02,Alta,Alta probabilidade
Shoes,Clothing,Yellow,New York,L,Female,Standard,Credit Card,0,0,Winter,Monthly,8,252.95,38,Clothing_Shoes_Yellow,Clothing_Shoes_L,Clothing_Shoes_New York,78.15,Alta,Alta probabilidade
Shoes,Clothing,Blue,Texas,S,Female,Express,Debit Card,1,0,Fall,Occasionally,2,368.8,38,Clothing_Shoes_Blue,Clothing_Shoes_S,Clothing_Shoes_Texas,76.34,Alta,Alta probabilidade
Jeans,Outerwear,White,Florida,L,Male,Standard,PayPal,1,1,Winter,Occasionally,5,53.01,45,Outerwear_Jeans_White,Outerwear_Jeans_L,Outerwear_Jeans_Florida,45.21,Não-Alta,Baixa
Dress,Clothing,Green,California,S,Male,Standard,Debit Card,0,1,Fall,Occasionally,5,337.41,65,Clothing_Dress_Green,Clothing_Dress_S,Clothing_Dress_California,62.31,Alta,Moderada
T-shirt,Clothing,Yellow,Florida,XL,Female,Standard,Credit Card,1,0,Summer,Monthly,6,448.95,37,Clothing_T-shirt_Yellow,Clothing_T-shirt_XL,Clothing_T-shirt_Florida,95.89,Alta,Alta probabilidade
T-shirt,Accessories,Green,California,M,Male,Express,PayPal,1,0,Summer,Occasionally,8,38.32,51,Accessories_T-shirt_Green,Accessories_T-shirt_M,Accessories_T-shirt_California,37.79,Não-Alta,Baixa
T-shirt,Accessories,Yellow,Texas,XL,Female,Standard,Debit Card,0,0,Winter,Weekly,6,78.92,22,Accessories_T-shirt_Yellow,Accessories_T-shirt_XL,Accessories_T-shirt_Texas,85.74,Alta,Alta probabilidade
T-shirt,Clothing,Green,Florida,L,Female,Express,PayPal,0,1,Summer,Monthly,0,361.15,35,Clothing_T-shirt_Green,Clothing_T-shirt_L,Clothing_T-shirt_Florida,82.55,Alta,Alta probabilidade
Jeans,Outerwear,White,Florida,XL,Male,Express,Debit Card,1,1,Summer,Occasionally,7,224.27,56,Outerwear_Jeans_White,Outerwear_Jeans_XL,Outerwear_Jeans_Florida,65.92,Alta,Moderada
Jacket,Accessories,Yellow,Texas,L,Female,Standard,Credit Card,1,1,Spring,Monthly,4,207.74,60,Accessories_Jacket_Yellow,Accessories_Jacket_L,Accessories_Jacket_Texas,86.74,Alta,Alta probabilidade
Dress,Footwear,Yellow,Florida,S,Female,Standard,Debit Card,1,0,Spring,Weekly,8,77.11,28,Footwear_Dress_Yellow,Footwear_Dress_S,Footwear_Dress_Florida,69.32,Alta,Moderada
Shoes,Footwear,Red,California,S,Male,Express,PayPal,1,1,Fall,Monthly,9,258.32,34,Footwear_Shoes_Red,Footwear_Shoes_S,Footwear_Shoes_California,44.98,Não-Alta,Baixa
Jacket,Footwear,Red,Florida,L,Female,Express,PayPal,0,0,Summer,Occasionally,4,72.01,65,Footwear_Jacket_Red,Footwear_Jacket_L,Footwear_Jacket_Florida,42.95,Não-Alta,Baixa
T-shirt,Outerwear,Black,New York,XL,Female,Standard,PayPal,0,1,Fall,Weekly,4,243.54,62,Outerwear_T-shirt_Black,Outerwear_T-shirt_XL,Outerwear_T-shirt_New York,85.58,Alta,Alta probabilidade
Jacket,Clothing,Green,Nevada,S,Female,Standard,PayPal,1,1,Fall,Weekly,1,384.17,39,Clothing_Jacket_Green,Clothing_Jacket_S,Clothing_Jacket_Nevada,74.02,Alta,Alta probabilidade
Dress,Footwear,Red,California,M,Male,Express,Credit Card,0,1,Summer,Occasionally,2,136.55,54,Footwear_Dress_Red,Footwear_Dress_M,Footwear_Dress_California,59.07,Alta,Moderada
Shoes,Outerwear,Black,New York,S,Female,Express,Debit Card,1,0,Winter,Occasionally,9,245.59,37,Outerwear_Shoes_Black,Outerwear_Shoes_S,Outerwear_Shoes_New York,70.09,Alta,Alta probabilidade
Shoes,Accessories,Red,Texas,M,Male,Express,Credit Card,1,0,Summer,Occasionally,8,496.09,65,Accessories_Shoes_Red,Accessories_Shoes_M,Accessories_Shoes_Texas,85.36,Alta,Alta probabilidade
Dress,Clothing,Green,California,XL,Female,Express,Credit Card,0,1,Spring,Monthly,6,346.46,65,Clothing_Dress_Green,Clothing_Dress_XL,Clothing_Dress_California,83.38,Alta,Alta probabilidade
Dress,Accessories,Yellow,Nevada,M,Female,Express,Credit Card,1,0,Summer,Monthly,0,422.26,65,Accessories_Dress_Yellow,Accessories_Dress_M,Accessories_Dress_Nevada,82.07,Alta,Alta probabilidade
T-shirt,Outerwear,Blue,Nevada,M,Female,Standard,PayPal,1,0,Winter,Monthly,2,213.28,63,Outerwear_T-shirt_Blue,Outerwear_T-shirt_M,Outerwear_T-shirt_Nevada,59.14,Alta,Moderada
Shoes,Footwear,Green,Texas,M,Female,Express,PayPal,0,0,Fall,Occasionally,1,386.25,23,Footwear_Shoes_Green,Footwear_Shoes_M,Footwear_Shoes_Texas,53.26,Alta,Moderada
Jacket,Footwear,White,Texas,M,Male,Express,PayPal,0,0,Fall,Occasionally,0,29.85,51,Footwear_Jacket_White,Footwear_Jacket_M,Footwear_Jacket_Texas,54.72,Alta,Moderada
Jeans,Outerwear,Red,California,S,Male,Standard,Debit Card,1,0,Spring,Monthly,8,70.23,31,Outerwear_Jeans_Red,Outerwear_Jeans_S,Outerwear_Jeans_California,52.56,Alta,Moderada
Jeans,Footwear,Red,Florida,M,Female,Standard,PayPal,1,0,Spring,Weekly,7,109.5,65,Footwear_Jeans_Red,Footwear_Jeans_M,Footwear_Jeans_Florida,42.11,Não-Alta,Baixa
Dress,Clothing,Yellow,Texas,S,Female,Express,Debit Card,0,0,Spring,Monthly,4,206.96,40,Clothing_Dress_Yellow,Clothing_Dress_S,Clothing_Dress_Texas,58.45,Alta,Moderada
T-shirt,Outerwear,White,Florida,M,Female,Express,PayPal,1,1,Fall,Weekly,1,424.41,37,Outerwear_T-shirt_White,Outerwear_T-shirt_M,Outerwear_T-shirt_Florida,82.91,Alta,Alta probabilidade
Jeans,Accessories,Yellow,New York,L,Female,Standard,PayPal,1,0,Spring,Occasionally,0,179.67,30,Accessories_Jeans_Yellow,Accessories_Jeans_L,Accessories_Jeans_New York,68.39,Alta,Moderada
Shoes,Outerwear,White,Nevada,XL,Female,Express,Credit Card,0,0,Summer,Occasionally,6,330.76,64,Outerwear_Shoes_White,Outerwear_Shoes_XL,Outerwear_Shoes_Nevada,77.17,Alta,Alta probabilidade
Dress,Clothing,Blue,Florida,M,Female,Express,Credit Card,0,1,Fall,Monthly,1,357.56,61,Clothing_Dress_Blue,Clothing_Dress_M,Clothing_Dress_Florida,76.59,Alta,Alta probabilidade
Jacket,Clothing,Red,Nevada,L,Female,Standard,Credit Card,0,1,Winter,Monthly,0,297.23,58,Clothing_Jacket_Red,Clothing_Jacket_L,Clothing_Jacket_Nevada,73.46,Alta,Alta probabilidade
Dress,Outerwear,Red,Florida,M,Female,Express,Debit Card,0,1,Fall,Occasionally,1,185.05,49,Outerwear_Dress_Red,Outerwear_Dress_M,Outerwear_Dress_Florida,55.35,Alta,Moderada
Jacket,Outerwear,Blue,New York,M,Male,Standard,Debit Card,0,1,Summer,Monthly,6,292.76,43,Outerwear_Jacket_Blue,Outerwear_Jacket_M,Outerwear_Jacket_New York,81.91,Alta,Alta probabilidade
Dress,Footwear,Black,Texas,M,Male,Standard,PayPal,0,0,Summer,Occasionally,6,177.71,67,Footwear_Dress_Black,Footwear_Dress_M,Footwear_Dress_Texas,75.75,Alta,Alta probabilidade
Dress,Clothing,Yellow,New York,L,Male,Standard,Debit Card,1,1,Spring,Occasionally,9,51.1,31,Clothing_Dress_Yellow,Clothing_Dress_L,Clothing_Dress_New York,80.73,Alta,Alta probabilidade
Dress,Outerwear,Blue,Texas,XL,Female,Standard,PayPal,1,1,Fall,Weekly,5,496.47,69,Outerwear_Dress_Blue,Outerwear_Dress_XL,Outerwear_Dress_Texas,92.49,Alta,Alta probabilidade
Jacket,Outerwear,Yellow,Texas,L,Female,Express,Debit Card,0,0,Fall,Monthly,4,72.32,53,Outerwear_Jacket_Yellow,Outerwear_Jacket_L,Outerwear_Jacket_Texas,70.18,Alta,Alta probabilidade
Jacket,Clothing,Green,Nevada,XL,Female,Standard,Debit Card,0,0,Fall,Occasionally,2,45.45,25,Clothing_Jacket_Green,Clothing_Jacket_XL,Clothing_Jacket_Nevada,47.64,Não-Alta,Baixa
Dress,Outerwear,Red,New York,M,Male,Express,Debit Card,1,0,Winter,Monthly,2,440.48,57,Outerwear_Dress_Red,Outerwear_Dress_M,Outerwear_Dress_New York,78.06,Alta,Alta probabilidade
Jeans,Footwear,Yellow,Florida,S,Female,Express,Credit Card,1,1,Spring,Weekly,8,157.9,39,Footwear_Jeans_Yellow,Footwear_Jeans_S,Footwear_Jeans_Florida,70.78,Alta,Alta probabilidade
T-shirt,Clothing,White,New York,M,Male,Express,Debit Card,1,0,Summer,Weekly,3,328.65,39,Clothing_T-shirt_White,Clothing_T-shirt_M,Clothing_T-shirt_New York,78.61,Alta,Alta probabilidade
T-shirt,Footwear,Yellow,Nevada,XL,Female,Express,Credit Card,0,1,Summer,Monthly,8,171.21,33,Footwear_T-shirt_Yellow,Footwear_T-shirt_XL,Footwear_T-shirt_Nevada,83.61,Alta,Alta probabilidade
T-shirt,Footwear,Green,Texas,L,Male,Express,Credit Card,0,0,Spring,Monthly,3,201.81,44,Footwear_T-shirt_Green,Footwear_T-shirt_L,Footwear_T-shirt_Texas,80.05,Alta,Alta probabilidade
Jacket,Footwear,Red,Nevada,M,Male,Standard,Debit Card,1,0,Summer,Occasionally,1,138.44,27,Footwear_Jacket_Red,Footwear_Jacket_M,Footwear_Jacket_Nevada,53.12,Alta,Moderada
Jacket,Footwear,Blue,California,L,Male,Standard,PayPal,0,1,Summer,Weekly,3,178.09,42,Footwear_Jacket_Blue,Footwear_Jacket_L,Footwear_Jacket_California,70.18,Alta,Alta probabilidade
Jeans,Clothing,Green,California,L,Female,Standard,PayPal,0,0,Spring,Weekly,5,211.24,48,Clothing_Jeans_Green,Clothing_Jeans_L,Clothing_Jeans_California,77.48,Alta,Alta probabilidade
T-shirt,Footwear,Red,Florida,L,Male,Standard,PayPal,0,0,Summer,Weekly,5,363.0,38,Footwear_T-shirt_Red,Footwear_T-shirt_L,Footwear_T-shirt_Florida,83.58,Alta,Alta probabilidade
T-shirt,Footwear,Yellow,Nevada,M,Female,Express,Debit Card,1,0,Fall,Monthly,4,260.65,44,Footwear_T-shirt_Yellow,Footwear_T-shirt_M,Footwear_T-shirt_Nevada,74.81,Alta,Alta probabilidade
Dress,Outerwear,Black,Florida,L,Female,Standard,PayPal,1,0,Winter,Occasionally,0,472.35,34,Outerwear_Dress_Black,Outerwear_Dress_L,Outerwear_Dress_Florida,88.5,Alta,Alta probabilidade
Jacket,Clothing,Black,Florida,L,Female,Express,Credit Card,0,0,Spring,Monthly,2,30.52,50,Clothing_Jacket_Black,Clothing_Jacket_L,Clothing_Jacket_Florida,54.14,Alta,Moderada
T-shirt,Clothing,White,California,M,Female,Express,PayPal,0,1,Winter,Monthly,4,256.5,48,Clothing_T-shirt_White,Clothing_T-shirt_M,Clothing_T-shirt_California,71.06,Alta,Alta probabilidade
Jeans,Accessories,Red,Florida,L,Female,Standard,Debit Card,0,1,Summer,Monthly,5,296.27,67,Accessories_Jeans_Red,Accessories_Jeans_L,Accessories_Jeans_Florida,66.85,Alta,Moderada
Jeans,Clothing,Black,California,M,Male,Standard,PayPal,0,0,Summer,Occasionally,0,460.9,59,Clothing_Jeans_Black,Clothing_Jeans_M,Clothing_Jeans_California,84.23,Alta,Alta probabilidade
T-shirt,Clothing,Blue,Texas,XL,Female,Standard,Credit Card,0,1,Fall,Monthly,8,34.09,43,Clothing_T-shirt_Blue,Clothing_T-shirt_XL,Clothing_T-shirt_Texas,82.93,Alta,Alta probabilidade
Jacket,Accessories,Red,Nevada,XL,Female,Standard,Debit Card,1,1,Spring,Weekly,2,291.01,38,Accessories_Jacket_Red,Accessories_Jacket_XL,Accessories_Jacket_Nevada,81.15,Alta,Alta probabilidade
Jeans,Clothing,Blue,Florida,XL,Female,Express,PayPal,0,1,Summer,Weekly,9,428.28,53,Clothing_Jeans_Blue,Clothing_Jeans_XL,Clothing_Jeans_Florida,50.74,Alta,Moderada
Dress,Clothing,Blue,California,L,Female,Express,Debit Card,0,0,Spring,Weekly,2,128.54,18,Clothing_Dress_Blue,Clothing_Dress_L,Clothing_Dress_California,67.64,Alta,Moderada
Jeans,Clothing,Black,New York,S,Female,Standard,Debit Card,0,0,Spring,Occasionally,1,439.38,21,Clothing_Jeans_Black,Clothing_Jeans_S,Clothing_Jeans_New York,78.79,Alta,Alta probabilidade
Shoes,Clothing,Red,Florida,S,Male,Express,Debit Card,1,0,Spring,Monthly,7,19.33,21,Clothing_Shoes_Red,Clothing_Shoes_S,Clothing_Shoes_Florida,38.91,Não-Alta,Baixa
Shoes,Accessories,Yellow,Texas,L,Male,Express,PayPal,1,1,Spring,Occasionally,2,368.9,43,Accessories_Shoes_Yellow,Accessories_Shoes_L,Accessories_Shoes_Texas,89.61,Alta,Alta probabilidade
Jacket,Clothing,Green,Texas,S,Female,Express,Debit Card,0,1,Spring,Monthly,5,467.23,21,Clothing_Jacket_Green,Clothing_Jacket_S,Clothing_Jacket_Texas,90.62,Alta,Alta probabilidade
T-shirt,Clothing,Black,New York,M,Male,Standard,PayPal,1,0,Winter,Weekly,1,332.03,66,Clothing_T-shirt_Black,Clothing_T-shirt_M,Clothing_T-shirt_New York,77.25,Alta,Alta probabilidade
